"filename", "language", "PHP", "Markdown", "JSON", "YAML", "XML", "CSS", "JavaScript", "Ini", "comment", "blank", "total"
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\appointment.php", "PHP", -81, 0, 0, 0, 0, 0, 0, 0, 0, -2, -83
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\clinic-add.php", "PHP", -177, 0, 0, 0, 0, 0, 0, 0, -68, -23, -268
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\clinic-edit.php", "PHP", -366, 0, 0, 0, 0, 0, 0, 0, -5, -35, -406
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\clinic-list.php", "PHP", -88, 0, 0, 0, 0, 0, 0, 0, 0, -2, -90
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\clinic-view.php", "PHP", -146, 0, 0, 0, 0, 0, 0, 0, -1, -6, -153
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\doctor-add.php", "PHP", -137, 0, 0, 0, 0, 0, 0, 0, -275, -20, -432
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\doctor-list.php", "PHP", -75, 0, 0, 0, 0, 0, 0, 0, 0, -3, -78
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\doctor-view.php", "PHP", -339, 0, 0, 0, 0, 0, 0, 0, 0, -27, -366
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\patient-assign.php", "PHP", -144, 0, 0, 0, 0, 0, 0, 0, -2, -16, -162
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\patient-assign2.php", "PHP", -123, 0, 0, 0, 0, 0, 0, 0, -2, -18, -143
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\patient-list.php", "PHP", -75, 0, 0, 0, 0, 0, 0, 0, 0, -3, -78
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\patient-view.php", "PHP", -339, 0, 0, 0, 0, 0, 0, 0, 0, -27, -366
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\speciality.php", "PHP", -87, 0, 0, 0, 0, 0, 0, 0, -199, -10, -296
"c:\xampp\htdocs\SurgeryAndWound\research team\patient-doctor-list.php", "PHP", -91, 0, 0, 0, 0, 0, 0, 0, 0, -5, -96
"c:\xampp\htdocs\SurgeryAndWound\research team\patient-doctor-view.php", "PHP", -451, 0, 0, 0, 0, 0, 0, 0, 0, -37, -488
"c:\xampp\htdocs\SurgeryAndWound\research team\patient-edit-view.php", "PHP", -334, 0, 0, 0, 0, 0, 0, 0, -353, -28, -715
"c:\xampp\htdocs\SurgeryAndWound\research team\profile.php", "PHP", -181, 0, 0, 0, 0, 0, 0, 0, -16, -21, -218
"c:\xampp\htdocs\SurgeryAndWound\script\loginTemplate.php", "PHP", -91, 0, 0, 0, 0, 0, 0, 0, -2, -6, -99
"c:\xampp\htdocs\SurgeryAndWound\script\logout.php", "PHP", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8
"c:\xampp\htdocs\SurgeryAndWound\vendor\autoload.php", "PHP", -3, 0, 0, 0, 0, 0, 0, 0, -1, -4, -8
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\README.md", "Markdown", 0, -39, 0, 0, 0, 0, 0, 0, 0, -25, -64
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\UPGRADE-3.0.md", "Markdown", 0, -71, 0, 0, 0, 0, 0, 0, 0, -19, -90
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\appveyor.yml", "YAML", 0, 0, 0, -30, 0, 0, 0, 0, 0, -6, -36
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\composer.json", "JSON", 0, 0, -43, 0, 0, 0, 0, 0, 0, -1, -44
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Autoloader\Psr4Autoloader.php", "PHP", -60, 0, 0, 0, 0, 0, 0, 0, -68, -21, -149
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Autoloader\autoload.php", "PHP", -7, 0, 0, 0, 0, 0, 0, 0, -4, -5, -16
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Creator\HelperFactory.php", "PHP", -25, 0, 0, 0, 0, 0, 0, 0, -18, -7, -50
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Entity\Cell.php", "PHP", -98, 0, 0, 0, 0, 0, 0, 0, -89, -30, -217
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Entity\Row.php", "PHP", -62, 0, 0, 0, 0, 0, 0, 0, -48, -20, -130
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Entity\Style\Border.php", "PHP", -46, 0, 0, 0, 0, 0, 0, 0, -27, -13, -86
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Entity\Style\BorderPart.php", "PHP", -90, 0, 0, 0, 0, 0, 0, 0, -73, -22, -185
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Entity\Style\CellAlignment.php", "PHP", -19, 0, 0, 0, 0, 0, 0, 0, -9, -5, -33
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Entity\Style\Color.php", "PHP", -43, 0, 0, 0, 0, 0, 0, 0, -33, -9, -85
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Entity\Style\Style.php", "PHP", -260, 0, 0, 0, 0, 0, 0, 0, -171, -79, -510
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Exception\EncodingConversionException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Exception\IOException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Exception\InvalidArgumentException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Exception\InvalidColorException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Exception\SpoutException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -5, -3, -13
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Exception\UnsupportedTypeException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\CellTypeHelper.php", "PHP", -29, 0, 0, 0, 0, 0, 0, 0, -32, -8, -69
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\EncodingHelper.php", "PHP", -83, 0, 0, 0, 0, 0, 0, 0, -64, -27, -174
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\Escaper\CSV.php", "PHP", -13, 0, 0, 0, 0, 0, 0, 0, -20, -4, -37
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\Escaper\EscaperInterface.php", "PHP", -7, 0, 0, 0, 0, 0, 0, 0, -15, -4, -26
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\Escaper\ODS.php", "PHP", -22, 0, 0, 0, 0, 0, 0, 0, -32, -6, -60
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\Escaper\XLSX.php", "PHP", -76, 0, 0, 0, 0, 0, 0, 0, -89, -26, -191
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\FileSystemHelper.php", "PHP", -65, 0, 0, 0, 0, 0, 0, 0, -51, -20, -136
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\FileSystemHelperInterface.php", "PHP", -9, 0, 0, 0, 0, 0, 0, 0, -37, -6, -52
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\GlobalFunctionsHelper.php", "PHP", -112, 0, 0, 0, 0, 0, 0, 0, -188, -30, -330
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Helper\StringHelper.php", "PHP", -39, 0, 0, 0, 0, 0, 0, 0, -54, -13, -106
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Manager\OptionsManagerAbstract.php", "PHP", -29, 0, 0, 0, 0, 0, 0, 0, -28, -12, -69
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Manager\OptionsManagerInterface.php", "PHP", -7, 0, 0, 0, 0, 0, 0, 0, -12, -4, -23
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Common\Type.php", "PHP", -8, 0, 0, 0, 0, 0, 0, 0, -4, -3, -15
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\CSV\Creator\InternalEntityFactory.php", "PHP", -49, 0, 0, 0, 0, 0, 0, 0, -36, -14, -99
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\CSV\Manager\OptionsManager.php", "PHP", -26, 0, 0, 0, 0, 0, 0, 0, -10, -5, -41
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\CSV\Reader.php", "PHP", -57, 0, 0, 0, 0, 0, 0, 0, -52, -20, -129
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\CSV\RowIterator.php", "PHP", -122, 0, 0, 0, 0, 0, 0, 0, -94, -37, -253
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\CSV\Sheet.php", "PHP", -31, 0, 0, 0, 0, 0, 0, 0, -22, -10, -63
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\CSV\SheetIterator.php", "PHP", -35, 0, 0, 0, 0, 0, 0, 0, -45, -12, -92
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Common\Creator\InternalEntityFactoryInterface.php", "PHP", -9, 0, 0, 0, 0, 0, 0, 0, -11, -5, -25
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Common\Creator\ReaderEntityFactory.php", "PHP", -33, 0, 0, 0, 0, 0, 0, 0, -29, -7, -69
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Common\Creator\ReaderFactory.php", "PHP", -64, 0, 0, 0, 0, 0, 0, 0, -28, -12, -104
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Common\Entity\Options.php", "PHP", -12, 0, 0, 0, 0, 0, 0, 0, -7, -5, -24
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Common\Manager\RowManager.php", "PHP", -43, 0, 0, 0, 0, 0, 0, 0, -24, -14, -81
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Common\XMLProcessor.php", "PHP", -71, 0, 0, 0, 0, 0, 0, 0, -55, -23, -149
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Exception\InvalidValueException.php", "PHP", -16, 0, 0, 0, 0, 0, 0, 0, -13, -6, -35
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Exception\IteratorNotRewindableException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Exception\NoSheetsFoundException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Exception\ReaderException.php", "PHP", -6, 0, 0, 0, 0, 0, 0, 0, -5, -4, -15
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Exception\ReaderNotOpenedException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Exception\SharedStringNotFoundException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Exception\XMLProcessingException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\IteratorInterface.php", "PHP", -6, 0, 0, 0, 0, 0, 0, 0, -8, -3, -17
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Creator\HelperFactory.php", "PHP", -20, 0, 0, 0, 0, 0, 0, 0, -16, -7, -43
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Creator\InternalEntityFactory.php", "PHP", -60, 0, 0, 0, 0, 0, 0, 0, -47, -17, -124
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Creator\ManagerFactory.php", "PHP", -10, 0, 0, 0, 0, 0, 0, 0, -8, -4, -22
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Helper\CellValueFormatter.php", "PHP", -150, 0, 0, 0, 0, 0, 0, 0, -105, -36, -291
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Helper\SettingsHelper.php", "PHP", -35, 0, 0, 0, 0, 0, 0, 0, -14, -12, -61
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Manager\OptionsManager.php", "PHP", -19, 0, 0, 0, 0, 0, 0, 0, -10, -5, -34
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Reader.php", "PHP", -35, 0, 0, 0, 0, 0, 0, 0, -31, -11, -77
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\RowIterator.php", "PHP", -185, 0, 0, 0, 0, 0, 0, 0, -141, -59, -385
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\Sheet.php", "PHP", -40, 0, 0, 0, 0, 0, 0, 0, -32, -15, -87
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ODS\SheetIterator.php", "PHP", -115, 0, 0, 0, 0, 0, 0, 0, -79, -38, -232
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ReaderAbstract.php", "PHP", -108, 0, 0, 0, 0, 0, 0, 0, -103, -33, -244
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\ReaderInterface.php", "PHP", -8, 0, 0, 0, 0, 0, 0, 0, -22, -5, -35
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\SheetInterface.php", "PHP", -10, 0, 0, 0, 0, 0, 0, 0, -18, -7, -35
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Wrapper\XMLInternalErrorsHelper.php", "PHP", -37, 0, 0, 0, 0, 0, 0, 0, -31, -12, -80
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\Wrapper\XMLReader.php", "PHP", -76, 0, 0, 0, 0, 0, 0, 0, -71, -28, -175
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Creator\HelperFactory.php", "PHP", -18, 0, 0, 0, 0, 0, 0, 0, -15, -6, -39
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Creator\InternalEntityFactory.php", "PHP", -91, 0, 0, 0, 0, 0, 0, 0, -52, -20, -163
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Creator\ManagerFactory.php", "PHP", -52, 0, 0, 0, 0, 0, 0, 0, -38, -16, -106
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Helper\CellHelper.php", "PHP", -42, 0, 0, 0, 0, 0, 0, 0, -28, -11, -81
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Helper\CellValueFormatter.php", "PHP", -145, 0, 0, 0, 0, 0, 0, 0, -113, -39, -297
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Helper\DateFormatHelper.php", "PHP", -67, 0, 0, 0, 0, 0, 0, 0, -39, -18, -124
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\OptionsManager.php", "PHP", -23, 0, 0, 0, 0, 0, 0, 0, -10, -5, -38
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\SharedStringsCaching\CachingStrategyFactory.php", "PHP", -53, 0, 0, 0, 0, 0, 0, 0, -69, -17, -139
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\SharedStringsCaching\CachingStrategyInterface.php", "PHP", -9, 0, 0, 0, 0, 0, 0, 0, -28, -6, -43
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\SharedStringsCaching\FileBasedStrategy.php", "PHP", -82, 0, 0, 0, 0, 0, 0, 0, -77, -32, -191
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\SharedStringsCaching\InMemoryStrategy.php", "PHP", -36, 0, 0, 0, 0, 0, 0, 0, -36, -10, -82
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\SharedStringsManager.php", "PHP", -120, 0, 0, 0, 0, 0, 0, 0, -90, -39, -249
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\SheetManager.php", "PHP", -120, 0, 0, 0, 0, 0, 0, 0, -68, -40, -228
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\StyleManager.php", "PHP", -182, 0, 0, 0, 0, 0, 0, 0, -110, -53, -345
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Manager\WorkbookRelationshipsManager.php", "PHP", -79, 0, 0, 0, 0, 0, 0, 0, -45, -28, -152
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Reader.php", "PHP", -67, 0, 0, 0, 0, 0, 0, 0, -45, -19, -131
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\RowIterator.php", "PHP", -205, 0, 0, 0, 0, 0, 0, 0, -153, -64, -422
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\Sheet.php", "PHP", -39, 0, 0, 0, 0, 0, 0, 0, -31, -14, -84
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Reader\XLSX\SheetIterator.php", "PHP", -47, 0, 0, 0, 0, 0, 0, 0, -48, -14, -109
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\CSV\Manager\OptionsManager.php", "PHP", -21, 0, 0, 0, 0, 0, 0, 0, -10, -5, -36
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\CSV\Writer.php", "PHP", -51, 0, 0, 0, 0, 0, 0, 0, -44, -17, -112
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Creator\InternalEntityFactory.php", "PHP", -25, 0, 0, 0, 0, 0, 0, 0, -21, -7, -53
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Creator\ManagerFactoryInterface.php", "PHP", -10, 0, 0, 0, 0, 0, 0, 0, -10, -5, -25
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Creator\Style\BorderBuilder.php", "PHP", -37, 0, 0, 0, 0, 0, 0, 0, -33, -14, -84
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Creator\Style\StyleBuilder.php", "PHP", -81, 0, 0, 0, 0, 0, 0, 0, -84, -31, -196
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Creator\WriterEntityFactory.php", "PHP", -55, 0, 0, 0, 0, 0, 0, 0, -51, -12, -118
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Creator\WriterFactory.php", "PHP", -61, 0, 0, 0, 0, 0, 0, 0, -28, -15, -104
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Entity\Options.php", "PHP", -12, 0, 0, 0, 0, 0, 0, 0, -7, -5, -24
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Entity\Sheet.php", "PHP", -49, 0, 0, 0, 0, 0, 0, 0, -41, -22, -112
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Entity\Workbook.php", "PHP", -23, 0, 0, 0, 0, 0, 0, 0, -18, -8, -49
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Entity\Worksheet.php", "PHP", -54, 0, 0, 0, 0, 0, 0, 0, -43, -17, -114
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Helper\CellHelper.php", "PHP", -21, 0, 0, 0, 0, 0, 0, 0, -17, -9, -47
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Helper\FileSystemWithRootFolderHelperInterface.php", "PHP", -8, 0, 0, 0, 0, 0, 0, 0, -14, -5, -27
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Helper\ZipHelper.php", "PHP", -92, 0, 0, 0, 0, 0, 0, 0, -101, -25, -218
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\CellManager.php", "PHP", -18, 0, 0, 0, 0, 0, 0, 0, -13, -6, -37
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\RegisteredStyle.php", "PHP", -21, 0, 0, 0, 0, 0, 0, 0, -10, -8, -39
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\RowManager.php", "PHP", -15, 0, 0, 0, 0, 0, 0, 0, -7, -5, -27
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\SheetManager.php", "PHP", -77, 0, 0, 0, 0, 0, 0, 0, -50, -21, -148
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\Style\PossiblyUpdatedStyle.php", "PHP", -21, 0, 0, 0, 0, 0, 0, 0, -5, -7, -33
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\Style\StyleManager.php", "PHP", -33, 0, 0, 0, 0, 0, 0, 0, -41, -12, -86
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\Style\StyleManagerInterface.php", "PHP", -9, 0, 0, 0, 0, 0, 0, 0, -17, -5, -31
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\Style\StyleMerger.php", "PHP", -59, 0, 0, 0, 0, 0, 0, 0, -34, -9, -102
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\Style\StyleRegistry.php", "PHP", -48, 0, 0, 0, 0, 0, 0, 0, -46, -19, -113
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\WorkbookManagerAbstract.php", "PHP", -162, 0, 0, 0, 0, 0, 0, 0, -130, -46, -338
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\WorkbookManagerInterface.php", "PHP", -19, 0, 0, 0, 0, 0, 0, 0, -48, -10, -77
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Common\Manager\WorksheetManagerInterface.php", "PHP", -10, 0, 0, 0, 0, 0, 0, 0, -26, -6, -42
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\Border\InvalidNameException.php", "PHP", -12, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\Border\InvalidStyleException.php", "PHP", -12, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\Border\InvalidWidthException.php", "PHP", -12, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\InvalidSheetNameException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\SheetNotFoundException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\WriterAlreadyOpenedException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\WriterException.php", "PHP", -6, 0, 0, 0, 0, 0, 0, 0, -5, -4, -15
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\Exception\WriterNotOpenedException.php", "PHP", -5, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\ODS\Creator\HelperFactory.php", "PHP", -30, 0, 0, 0, 0, 0, 0, 0, -19, -8, -57
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\ODS\Creator\ManagerFactory.php", "PHP", -66, 0, 0, 0, 0, 0, 0, 0, -33, -19, -118
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\ODS\Helper\BorderHelper.php", "PHP", -33, 0, 0, 0, 0, 0, 0, 0, -28, -8, -69
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\ODS\Helper\FileSystemHelper.php", "PHP", -146, 0, 0, 0, 0, 0, 0, 0, -103, -51, -300
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\ODS\Manager\OptionsManager.php", "PHP", -28, 0, 0, 0, 0, 0, 0, 0, -15, -7, -50
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\ODS\Manager\Style\StyleManager.php", "PHP", -220, 0, 0, 0, 0, 0, 0, 0, -109, -56, -385
"c:\xampp\htdocs\SurgeryAndWound\vendor\box\spout\src\Spout\Writer\ODS\Manager\Style\StyleRegistry.php", "PHP", -20, 0, 0, 0, 0, 0, 0, 0, -15, -8, -43
